C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=10.0
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
8.022,-0.342343
8.0234,-0.342983
8.024,-0.343263
8.026,-0.344226
8.02616,-0.344302
8.028,-0.345234
8.02885,-0.345675
8.03,-0.34629
8.03148,-0.347103
8.032,-0.347397
8.034,-0.348559
8.03405,-0.348588
8.036,-0.349779
8.03656,-0.350131
8.038,-0.35106
8.03901,-0.351734
8.04,-0.352407
8.04141,-0.3534
8.042,-0.353825
8.04375,-0.35513
8.044,-0.355318
8.046,-0.356892
8.04604,-0.356926
8.048,-0.358553
8.04828,-0.358791
8.05,-0.360307
8.05046,-0.360727
8.052,-0.362161
8.0526,-0.362736
8.054,-0.364123
8.05468,-0.364821
8.056,-0.366202
8.05672,-0.366984
8.058,-0.368407
8.05871,-0.369227
8.06,-0.370748
8.06066,-0.371553
8.062,-0.373238
8.06256,-0.373965
8.064,-0.375888
8.06442,-0.376466
8.066,-0.378714
8.06623,-0.379058
8.068,-0.38173
8.06801,-0.381744
8.06974,-0.384527
8.07,-0.384956
8.07143,-0.38741
8.072,-0.38841
8.07309,-0.390396
8.074,-0.392116
8.07471,-0.393488
8.076,-0.396097
8.07629,-0.39669
8.07783,-0.400004
8.078,-0.400383
8.07934,-0.403434
8.08,-0.405006
8.08081,-0.406983
8.082,-0.410002
8.08225,-0.410655
8.08366,-0.414453
8.084,-0.415413
8.08503,-0.418379
8.086,-0.421285
8.08637,-0.422439
8.08769,-0.426634
8.088,-0.427673
8.08897,-0.43097
8.09,-0.434639
8.09022,-0.435448
8.09145,-0.440072
8.092,-0.442254
8.09264,-0.444847
8.09381,-0.449774
8.094,-0.450601
8.09495,-0.454858
8.096,-0.459776
8.09607,-0.460101
8.09716,-0.465507
8.098,-0.46989
8.09822,-0.471079
8.09926,-0.476819
8.1,-0.481071
8.10028,-0.482731
8.10127,-0.488817
8.102,-0.493472
8.10224,-0.495079
8.10319,-0.501521
8.104,-0.507267
8.10412,-0.508142
8.10503,-0.514947
8.10591,-0.521935
8.106,-0.522664
8.10677,-0.529109
8.10762,-0.536469
8.108,-0.539903
8.10844,-0.544016
8.10925,-0.55175
8.11,-0.559266
8.11004,-0.559671
8.11081,-0.567778
8.11156,-0.576071
8.112,-0.581081
8.1123,-0.584548
8.11301,-0.593208
8.11372,-0.602047
8.114,-0.605727
8.1144,-0.611064
8.11507,-0.620254
8.11573,-0.629615
8.116,-0.633634
8.11637,-0.63914
8.11699,-0.648826
8.1176,-0.658668
8.118,-0.665287
8.1182,-0.668657
8.11878,-0.678789
8.11935,-0.689056
8.11991,-0.699451
8.12,-0.701205
8.12045,-0.709964
8.12098,-0.720587
8.1215,-0.73131
8.122,-0.741918
8.12201,-0.742125
8.12251,-0.75302
8.12299,-0.763985
8.12346,-0.775009
8.12393,-0.78608
8.124,-0.787902
8.12438,-0.797187
8.12482,-0.808317
8.12525,-0.819459
8.12567,-0.8306
8.126,-0.839472
8.12608,-0.841727
8.12649,-0.852828
8.12688,-0.863891
8.12726,-0.874903
8.12764,-0.885852
8.128,-0.896597
8.128,-0.896724
8.12836,-0.90751
8.12871,-0.918195
8.12905,-0.92877
8.12939,-0.939224
8.12972,-0.949545
8.13,-0.958615
8.13003,-0.959723
8.13035,-0.969749
8.13065,-0.979614
8.13095,-0.989308
8.13124,-0.998825
8.13152,-1.00816
8.1318,-1.0173
8.132,-1.02384
8.13207,-1.02624
8.13234,-1.03497
8.1326,-1.0435
8.13285,-1.05182
8.1331,-1.05992
8.13334,-1.0678
8.13357,-1.07545
8.13381,-1.08289
8.134,-1.08912
8.13403,-1.0901
8.13425,-1.09709
8.13447,-1.10385
8.13468,-1.11038
8.13488,-1.1167
8.13508,-1.12279
8.13528,-1.12866
8.13547,-1.13431
8.13566,-1.13975
8.13584,-1.14498
8.136,-1.14946
8.13602,-1.14999
8.13619,-1.15481
8.13636,-1.15942
8.13653,-1.16383
8.13669,-1.16806
8.13685,-1.17209
8.13701,-1.17594
8.13716,-1.17962
8.13731,-1.18312
8.13745,-1.18645
8.1376,-1.18961
8.13773,-1.19262
8.13787,-1.19548
8.138,-1.19814
8.138,-1.19818
8.13813,-1.20075
8.13826,-1.20317
8.13838,-1.20546
8.1385,-1.20762
8.13862,-1.20966
8.13873,-1.21158
8.13885,-1.21339
8.13896,-1.21508
8.13906,-1.21667
8.13917,-1.21816
8.13927,-1.21956
8.13937,-1.22086
8.13947,-1.22207
8.13956,-1.2232
8.13966,-1.22425
8.13975,-1.22522
8.13984,-1.22612
8.13993,-1.22695
8.14,-1.22761
8.14001,-1.22771
8.14009,-1.22841
8.14018,-1.22905
8.14025,-1.22963
8.14033,-1.23016
8.14041,-1.23064
8.14048,-1.23107
8.14055,-1.23145
8.14063,-1.2318
8.14069,-1.2321
8.14076,-1.23236
8.14083,-1.23258
8.14089,-1.23277
8.14096,-1.23293
8.14102,-1.23306
8.14108,-1.23316
8.14114,-1.23323
8.14119,-1.23328
8.14125,-1.2333
8.1413,-1.2333
8.14136,-1.23328
8.14141,-1.23324
8.14146,-1.23319
8.14151,-1.23311
8.14156,-1.23302
8.14161,-1.23292
8.14165,-1.2328
8.1417,-1.23267
8.14174,-1.23253
8.14179,-1.23238
8.14183,-1.23222
8.14187,-1.23205
8.14191,-1.23187
8.14195,-1.23168
8.14199,-1.23149
8.142,-1.23144
8.14203,-1.23129
8.14207,-1.23109
8.1421,-1.23088
8.14214,-1.23067
8.14217,-1.23045
8.1422,-1.23023
8.14224,-1.23
8.14227,-1.22978
8.1423,-1.22955
8.14233,-1.22932
8.14236,-1.22909
8.14239,-1.22886
8.14242,-1.22862
8.14245,-1.22839
8.14248,-1.22816
8.1425,-1.22792
8.14253,-1.22769
8.14255,-1.22746
8.14258,-1.22722
8.1426,-1.22699
8.14263,-1.22676
8.14265,-1.22653
8.14267,-1.22631
8.14269,-1.22608
8.14272,-1.22586
8.14274,-1.22564
8.14276,-1.22542
8.14278,-1.2252
8.1428,-1.22498
8.14282,-1.22477
8.14284,-1.22456
8.14285,-1.22435
8.14287,-1.22414
8.14289,-1.22394
8.14291,-1.22374
8.14292,-1.22354
8.14294,-1.22334
8.14296,-1.22315
8.14297,-1.22296
8.14299,-1.22277
8.143,-1.22258
8.14302,-1.2224
8.14303,-1.22222
8.14305,-1.22204
8.14306,-1.22187
8.14307,-1.22169
8.14309,-1.22153
8.1431,-1.22136
8.14311,-1.22119
8.14312,-1.22103
8.14313,-1.22087
8.14315,-1.22072
8.14316,-1.22057
8.14317,-1.22041
8.14318,-1.22027
8.14319,-1.22012
8.1432,-1.21998
8.14321,-1.21984
8.14322,-1.2197
8.14323,-1.21956
8.14324,-1.21943
8.14325,-1.2193
8.14326,-1.21917
8.14327,-1.21905
8.14328,-1.21892
8.14328,-1.2188
8.14329,-1.21868
8.1433,-1.21857
8.14331,-1.21845
8.14332,-1.21834
8.14332,-1.21823
8.14333,-1.21812
8.14334,-1.21802
8.14334,-1.21791
8.14335,-1.21781
8.14336,-1.21771
8.14336,-1.21762
8.14337,-1.21752
8.14338,-1.21743
8.14338,-1.21733
8.14339,-1.21724
8.14339,-1.21716
8.1434,-1.21707
8.14341,-1.21699
8.14341,-1.2169
8.14342,-1.21682
8.14342,-1.21674
8.14343,-1.21666
8.14343,-1.21659
8.14344,-1.21651
8.14344,-1.21644
8.14345,-1.21637
8.14345,-1.2163
8.14345,-1.21623
8.14346,-1.21615
8.14346,-1.21608
8.14347,-1.216
8.14347,-1.21593
8.14348,-1.21585
8.14348,-1.21576
8.14349,-1.21568
8.14349,-1.21559
8.1435,-1.2155
8.14351,-1.21541
8.14351,-1.21532
8.14352,-1.21522
8.14352,-1.21513
8.14353,-1.21502
8.14354,-1.21492
8.14354,-1.21481
8.14355,-1.2147
8.14356,-1.21459
8.14356,-1.21448
8.14357,-1.21436
8.14358,-1.21424
8.14359,-1.21411
8.14359,-1.21399
8.1436,-1.21386
8.14361,-1.21372
8.14362,-1.21358
8.14363,-1.21344
8.14363,-1.21329
8.14364,-1.21314
8.14365,-1.21299
8.14366,-1.21283
8.14367,-1.21267
8.14368,-1.2125
8.14369,-1.21233
8.1437,-1.21215
8.14371,-1.21197
8.14372,-1.21179
8.14373,-1.2116
8.14374,-1.2114
8.14375,-1.2112
8.14377,-1.21099
8.14378,-1.21078
8.14379,-1.21056
8.1438,-1.21033
8.14382,-1.2101
8.14383,-1.20986
8.14384,-1.20961
8.14386,-1.20936
8.14387,-1.2091
8.14388,-1.20883
8.1439,-1.20856
8.14391,-1.20827
8.14393,-1.20798
8.14395,-1.20768
8.14396,-1.20737
8.14398,-1.20706
8.14399,-1.20673
8.144,-1.20663
8.14401,-1.20639
8.14403,-1.20604
8.14405,-1.20569
8.14407,-1.20532
8.14409,-1.20494
8.14411,-1.20455
8.14412,-1.20415
8.14415,-1.20373
8.14417,-1.20331
8.14419,-1.20287
8.14421,-1.20241
8.14423,-1.20194
8.14425,-1.20146
8.14428,-1.20097
8.1443,-1.20045
8.14433,-1.19993
8.14435,-1.19938
8.14438,-1.19882
8.1444,-1.19824
8.14443,-1.19764
8.14446,-1.19703
8.14449,-1.19639
8.14451,-1.19574
8.14454,-1.19506
8.14457,-1.19436
8.1446,-1.19364
8.14464,-1.1929
8.14467,-1.19213
8.1447,-1.19134
8.14474,-1.19052
8.14477,-1.18967
8.14481,-1.1888
8.14484,-1.1879
8.14488,-1.18697
8.14492,-1.186
8.14496,-1.18501
8.145,-1.18398
8.14504,-1.18292
8.14508,-1.18183
8.14512,-1.1807
8.14517,-1.17953
8.14521,-1.17832
8.14526,-1.17707
8.1453,-1.17578
8.14535,-1.17444
8.1454,-1.17306
8.14545,-1.17163
8.1455,-1.17016
8.14555,-1.16863
8.14561,-1.16705
8.14566,-1.16542
8.14572,-1.16374
8.14578,-1.16199
8.14584,-1.16019
8.1459,-1.15833
8.14596,-1.1564
8.146,-1.15511
8.14602,-1.15441
8.14609,-1.15234
8.14615,-1.15021
8.14622,-1.14801
8.14629,-1.14573
8.14636,-1.14337
8.14643,-1.14094
8.14651,-1.13842
8.14658,-1.13581
8.14666,-1.13312
8.14674,-1.13033
8.14682,-1.12745
8.14691,-1.12448
8.14699,-1.1214
8.14708,-1.11822
8.14717,-1.11494
8.14726,-1.11154
8.14736,-1.10804
8.14745,-1.10442
8.14755,-1.10067
8.14765,-1.09681
8.14775,-1.09282
8.14786,-1.08871
8.14797,-1.08446
8.148,-1.0832
8.14808,-1.08007
8.14819,-1.07555
8.14831,-1.07088
8.14843,-1.06607
8.14855,-1.06111
8.14867,-1.056
8.1488,-1.05074
8.14893,-1.04532
8.14906,-1.03974
8.1492,-1.03399
8.14934,-1.02808
8.14948,-1.022
8.14962,-1.01575
8.14977,-1.00933
8.14993,-1.00273
8.15,-0.999581
8.15008,-0.995961
8.15024,-0.989012
8.15041,-0.981884
8.15058,-0.974578
8.15075,-0.967091
8.15092,-0.959426
8.1511,-0.95158
8.15129,-0.943556
8.15147,-0.935354
8.15167,-0.926975
8.15186,-0.918422
8.152,-0.912551
8.15207,-0.909697
8.15227,-0.900802
8.15248,-0.891741
8.1527,-0.882518
8.15292,-0.873137
8.15315,-0.863602
8.15338,-0.85392
8.15362,-0.844096
8.15386,-0.834136
8.154,-0.828477
8.15411,-0.824047
8.15436,-0.813837
8.15462,-0.803514
8.15489,-0.793085
8.15516,-0.78256
8.15544,-0.771949
8.15573,-0.76126
8.156,-0.751281
8.15602,-0.750504
8.15632,-0.739691
8.15663,-0.728833
8.15694,-0.717939
8.15726,-0.707022
8.15759,-0.696093
8.15793,-0.685163
8.158,-0.682788
8.15827,-0.674244
8.15862,-0.663348
8.15898,-0.652487
8.15935,-0.641672
8.15973,-0.630915
8.16,-0.623367
8.16011,-0.620227
8.16051,-0.60962
8.16091,-0.599104
8.16133,-0.588691
8.16175,-0.578391
8.162,-0.572538
8.16219,-0.568213
8.16263,-0.558167
8.16308,-0.548263
8.16355,-0.538509
8.164,-0.529412
8.16403,-0.528913
8.16451,-0.519483
8.16501,-0.510225
8.16552,-0.501147
8.166,-0.492971
8.16604,-0.492254
8.16658,-0.483552
8.16712,-0.475044
8.16768,-0.466737
8.168,-0.462215
8.16826,-0.458632
8.16884,-0.450733
8.16944,-0.443042
8.17,-0.436239
8.17006,-0.435561
8.17069,-0.428291
8.17133,-0.421234
8.17199,-0.414389
8.172,-0.414257
8.17266,-0.407756
8.17335,-0.401334
8.174,-0.395602
8.17406,-0.395122
8.17478,-0.389119
8.17552,-0.383323
8.176,-0.379718
8.17627,-0.377731
8.17705,-0.372341
8.17784,-0.36715
8.178,-0.366144
8.17865,-0.362154
8.17948,-0.35735
8.18,-0.3545
8.18033,-0.352735
8.1812,-0.348304
8.182,-0.344473
8.18209,-0.344054
8.183,-0.33998
8.18393,-0.336077
8.184,-0.335808
8.18489,-0.332343
8.18586,-0.328771
8.186,-0.32829
8.18686,-0.325357
8.18789,-0.322098
8.188,-0.321745
8.18893,-0.318987
8.19,-0.316027
8.19,-0.31602
8.1911,-0.313193
8.192,-0.311016
8.19222,-0.310501
8.19337,-0.307939
8.194,-0.306609
8.19454,-0.305503
8.19575,-0.303188
8.196,-0.302722
8.19698,-0.300989
8.198,-0.299284
8.19824,-0.298902
8.19953,-0.296924
8.2,-0.296235
8.20085,-0.295049
8.202,-0.293524
8.2022,-0.293273
8.20358,-0.291592
8.204,-0.291106
8.20499,-0.290002
8.206,-0.288946
8.20644,-0.2885
8.20792,-0.287081
8.208,-0.287011
8.20944,-0.285741
8.21,-0.285274
8.21099,-0.284478
8.212,-0.283711
8.21258,-0.283287
8.214,-0.282303
8.21421,-0.282166
8.21587,-0.28111
8.216,-0.281031
8.21757,-0.280117
8.218,-0.279881
8.21932,-0.279183
8.22,-0.278838
8.2211,-0.278306
8.222,-0.277891
8.22292,-0.277483
8.224,-0.27703
8.22479,-0.27671
8.226,-0.276246
8.22671,-0.275986
8.228,-0.27553
8.22866,-0.275307
8.23,-0.274877
8.23067,-0.274672
8.232,-0.274278
8.23271,-0.274077
8.234,-0.27373
8.23481,-0.27352
8.236,-0.273227
8.23696,-0.273
8.238,-0.272764
8.23916,-0.272514
8.24,-0.272339
8.24141,-0.272059
8.242,-0.271946
8.24371,-0.271635
8.244,-0.271584
8.246,-0.271249
8.24606,-0.271239
8.248,-0.270939
8.24847,-0.270869
8.25,-0.270651
8.25094,-0.270523
8.252,-0.270385
8.25347,-0.270201
8.254,-0.270136
8.256,-0.269905
8.25605,-0.269899
8.258,-0.26969
8.2587,-0.269618
8.26,-0.269488
8.2614,-0.269354
8.262,-0.2693
8.264,-0.269123
8.26417,-0.269108
8.266,-0.268957
8.26701,-0.268877
8.268,-0.268801
8.26991,-0.26866
8.27,-0.268654
8.272,-0.268515
8.27288,-0.268456
8.274,-0.268384
8.27592,-0.268264
8.276,-0.268259
8.278,-0.268141
8.27903,-0.268082
8.28,-0.268029
8.282,-0.267922
8.28222,-0.26791
8.284,-0.267819
8.28548,-0.267747
8.286,-0.267722
8.288,-0.267628
8.28881,-0.267591
8.29,-0.267537
8.292,-0.267451
8.29223,-0.267441
8.294,-0.267367
8.29572,-0.267297
8.296,-0.267286
8.298,-0.267207
8.29929,-0.267157
8.3,-0.267131
8.302,-0.267056
8.30295,-0.267022
8.304,-0.266984
8.306,-0.266913
8.3067,-0.266889
8.308,-0.266844
8.31,-0.266776
8.31053,-0.266759
8.312,-0.26671
8.314,-0.266644
8.31445,-0.26663
8.316,-0.26658
8.318,-0.266516
8.31847,-0.266501
8.32,-0.266453
8.322,-0.266391
8.32258,-0.266373
8.324,-0.266329
8.326,-0.266268
8.32678,-0.266244
8.328,-0.266207
8.33,-0.266147
8.33109,-0.266114
8.332,-0.266086
8.334,-0.266026
8.33549,-0.265981
8.34,-0.265847
8.342,-0.265787
8.344,-0.265727
8.346,-0.265667
8.348,-0.265607
8.35,-0.265547
8.352,-0.265487
8.354,-0.265426
8.356,-0.265365
8.358,-0.265304
8.36,-0.265243
8.362,-0.265181
8.364,-0.265119
8.366,-0.265057
8.368,-0.264995
8.37,-0.264932
8.372,-0.264868
8.374,-0.264805
8.376,-0.26474
8.378,-0.264676
8.38,-0.264611
8.382,-0.264546
8.384,-0.26448
8.386,-0.264414
8.388,-0.264347
8.39,-0.26428
8.392,-0.264212
8.394,-0.264144
8.396,-0.264076
8.398,-0.264007
8.4,-0.263938
8.402,-0.263868
8.404,-0.263797
8.406,-0.263727
8.408,-0.263655
8.41,-0.263584
8.412,-0.263511
8.414,-0.263439
8.416,-0.263366
8.418,-0.263292
8.42,-0.263218
8.422,-0.263143
8.424,-0.263068
8.426,-0.262993
8.428,-0.262917
8.43,-0.262841
8.432,-0.262764
8.434,-0.262686
8.436,-0.262609
8.438,-0.26253
8.44,-0.262452
8.442,-0.262373
8.444,-0.262293
8.446,-0.262213
8.448,-0.262133
8.45,-0.262052
8.452,-0.26197
8.454,-0.261888
8.456,-0.261806
8.458,-0.261724
8.46,-0.26164
8.462,-0.261557
8.464,-0.261473
8.466,-0.261389
8.468,-0.261304
8.47,-0.261219
8.472,-0.261133
8.474,-0.261047
8.476,-0.260961
8.478,-0.260874
8.48,-0.260787
8.482,-0.260699
8.484,-0.260611
8.486,-0.260523
8.488,-0.260434
8.49,-0.260345
8.492,-0.260255
8.494,-0.260165
8.496,-0.260075
8.498,-0.259984
8.5,-0.259893
C:\Users\oper\labQT\Lab2025\2D Qubit\QTLab2526\2DQuBit\Sonnet\2D_1st_resonator.son DE_EMBEDDED Lk=11.2
FREQUENCY (GHz), DB[S21]-2D_1st_resonator
6.5,-0.332989
6.502,-0.332989
6.504,-0.332988
6.506,-0.332988
6.508,-0.332987
6.51,-0.332986
6.512,-0.332985
6.514,-0.332984
6.516,-0.332983
6.518,-0.332981
6.52,-0.33298
6.522,-0.332978
6.524,-0.332976
6.526,-0.332974
6.528,-0.332972
6.53,-0.33297
6.532,-0.332968
6.534,-0.332965
6.536,-0.332963
6.538,-0.33296
6.54,-0.332957
6.542,-0.332954
6.544,-0.332951
6.546,-0.332948
6.548,-0.332945
6.55,-0.332941
6.552,-0.332938
6.554,-0.332934
6.556,-0.33293
6.558,-0.332926
6.56,-0.332922
6.562,-0.332917
6.564,-0.332913
6.566,-0.332908
6.568,-0.332904
6.57,-0.332899
6.572,-0.332894
6.574,-0.332889
6.576,-0.332884
6.578,-0.332878
6.58,-0.332873
6.582,-0.332867
6.584,-0.332861
6.586,-0.332855
6.588,-0.332849
6.59,-0.332843
6.592,-0.332837
6.594,-0.332831
6.596,-0.332824
6.598,-0.332817
6.6,-0.332811
6.602,-0.332804
6.604,-0.332796
6.606,-0.332789
6.608,-0.332782
6.61,-0.332774
6.612,-0.332767
6.614,-0.332759
6.616,-0.332751
6.618,-0.332743
6.62,-0.332735
6.622,-0.332727
6.624,-0.332718
6.626,-0.33271
6.628,-0.332701
6.63,-0.332692
6.632,-0.332684
6.634,-0.332674
6.636,-0.332665
6.638,-0.332656
6.64,-0.332646
6.642,-0.332637
6.644,-0.332627
6.646,-0.332617
6.648,-0.332607
6.65,-0.332597
6.652,-0.332587
6.654,-0.332577
6.656,-0.332566
6.658,-0.332555
6.66,-0.332545
6.662,-0.332534
6.664,-0.332523
6.666,-0.332512
6.668,-0.3325
6.67,-0.332489
6.672,-0.332477
6.674,-0.332466
6.676,-0.332454
6.678,-0.332442
6.68,-0.33243
6.682,-0.332418
6.684,-0.332405
6.686,-0.332393
6.688,-0.33238
6.69,-0.332367
6.692,-0.332355
6.694,-0.332342
6.696,-0.332328
6.698,-0.332315
6.7,-0.332302
6.702,-0.332288
6.704,-0.332275
6.706,-0.332261
6.708,-0.332247
6.71,-0.332233
6.712,-0.332219
6.714,-0.332204
6.716,-0.33219
6.718,-0.332175
6.72,-0.332161
6.722,-0.332146
6.724,-0.332131
6.726,-0.332116
6.728,-0.332101
6.73,-0.332085
6.732,-0.33207
6.734,-0.332054
6.736,-0.332038
6.738,-0.332023
6.74,-0.332007
6.742,-0.33199
6.744,-0.331974
6.746,-0.331958
6.748,-0.331941
6.75,-0.331925
6.752,-0.331908
6.754,-0.331891
6.756,-0.331874
6.758,-0.331857
6.76,-0.33184
6.762,-0.331822
6.764,-0.331805
6.766,-0.331787
6.768,-0.331769
6.77,-0.331751
6.772,-0.331733
6.774,-0.331715
6.776,-0.331697
6.778,-0.331678
6.78,-0.33166
6.782,-0.331641
6.784,-0.331622
6.786,-0.331603
6.788,-0.331584
6.79,-0.331565
6.792,-0.331545
6.794,-0.331526
6.796,-0.331506
6.798,-0.331487
6.8,-0.331467
6.802,-0.331447
6.804,-0.331427
6.806,-0.331406
6.808,-0.331386
6.81,-0.331366
6.812,-0.331345
6.814,-0.331324
6.816,-0.331303
6.818,-0.331282
6.82,-0.331261
6.822,-0.33124
6.824,-0.331219
6.826,-0.331197
6.828,-0.331176
6.83,-0.331154
6.832,-0.331132
6.834,-0.33111
6.836,-0.331088
6.838,-0.331065
6.84,-0.331043
6.842,-0.331021
6.844,-0.330998
6.846,-0.330975
6.848,-0.330952
6.85,-0.330929
6.852,-0.330906
6.854,-0.330883
6.856,-0.330859
6.858,-0.330836
6.86,-0.330812
6.862,-0.330789
6.864,-0.330765
6.866,-0.330741
6.868,-0.330716
6.87,-0.330692
6.872,-0.330668
6.874,-0.330643
6.876,-0.330619
6.878,-0.330594
6.88,-0.330569
6.882,-0.330544
6.884,-0.330519
6.886,-0.330494
6.888,-0.330468
6.89,-0.330443
6.892,-0.330417
6.894,-0.330391
6.896,-0.330366
6.898,-0.33034
6.9,-0.330313
6.902,-0.330287
6.904,-0.330261
6.906,-0.330234
6.908,-0.330208
6.91,-0.330181
6.912,-0.330154
6.914,-0.330127
6.916,-0.3301
6.918,-0.330073
6.92,-0.330045
6.922,-0.330018
6.924,-0.32999
6.926,-0.329963
6.928,-0.329935
6.93,-0.329907
6.932,-0.329879
6.934,-0.329851
6.936,-0.329822
6.938,-0.329794
6.94,-0.329765
6.942,-0.329737
6.944,-0.329708
6.946,-0.329679
6.948,-0.32965
6.95,-0.329621
6.952,-0.329592
6.954,-0.329562
6.956,-0.329533
6.958,-0.329503
6.96,-0.329473
6.962,-0.329443
6.964,-0.329414
6.966,-0.329383
6.968,-0.329353
6.97,-0.329323
6.972,-0.329292
6.974,-0.329262
6.976,-0.329231
6.978,-0.3292
6.98,-0.329169
6.982,-0.329138
6.984,-0.329107
6.986,-0.329076
6.988,-0.329045
6.99,-0.329013
6.992,-0.328981
6.994,-0.32895
6.996,-0.328918
6.998,-0.328886
7,-0.328854
7.002,-0.328822
7.004,-0.328789
7.006,-0.328757
7.008,-0.328724
7.01,-0.328692
7.012,-0.328659
7.014,-0.328626
7.016,-0.328593
7.018,-0.32856
7.02,-0.328527
7.022,-0.328493
7.024,-0.32846
7.026,-0.328426
7.028,-0.328393
7.03,-0.328359
7.032,-0.328325
7.034,-0.328291
7.036,-0.328257
7.038,-0.328222
7.04,-0.328188
7.042,-0.328154
7.044,-0.328119
7.046,-0.328084
7.048,-0.32805
7.05,-0.328015
7.052,-0.32798
7.054,-0.327945
7.056,-0.327909
7.058,-0.327874
7.06,-0.327838
7.062,-0.327803
7.064,-0.327767
7.066,-0.327731
7.068,-0.327696
7.07,-0.32766
7.072,-0.327623
7.074,-0.327587
7.076,-0.327551
7.078,-0.327514
7.08,-0.327478
7.082,-0.327441
7.084,-0.327404
7.086,-0.327368
7.088,-0.327331
7.09,-0.327294
7.092,-0.327256
7.094,-0.327219
7.096,-0.327182
7.098,-0.327144
7.1,-0.327107
7.102,-0.327069
7.104,-0.327031
7.106,-0.326993
7.108,-0.326955
7.11,-0.326917
7.112,-0.326879
7.114,-0.32684
7.116,-0.326802
7.118,-0.326764
7.12,-0.326725
7.122,-0.326686
7.124,-0.326647
7.126,-0.326608
7.128,-0.326569
7.13,-0.32653
7.132,-0.326491
7.134,-0.326452
7.136,-0.326412
7.138,-0.326373
7.14,-0.326333
7.142,-0.326293
7.144,-0.326253
7.146,-0.326213
7.148,-0.326173
7.15,-0.326133
7.152,-0.326093
7.154,-0.326053
7.156,-0.326012
7.158,-0.325972
7.16,-0.325931
7.162,-0.325891
7.164,-0.32585
7.166,-0.325809
7.168,-0.325768
7.17,-0.325727
7.172,-0.325686
7.174,-0.325644
7.176,-0.325603
7.178,-0.325562
7.18,-0.32552
7.182,-0.325478
7.184,-0.325437
7.186,-0.325395
7.188,-0.325353
7.19,-0.325311
7.192,-0.325269
7.194,-0.325227
7.196,-0.325184
7.198,-0.325142
7.2,-0.325099
7.202,-0.325057
7.204,-0.325014
7.206,-0.324972
7.208,-0.324929
7.21,-0.324886
7.212,-0.324843
7.214,-0.3248
7.216,-0.324757
7.218,-0.324714
7.22,-0.32467
7.222,-0.324627
7.224,-0.324583
7.226,-0.32454
7.228,-0.324496
7.23,-0.324452
7.232,-0.324409
7.234,-0.324365
7.236,-0.324321
7.238,-0.324277
7.24,-0.324233
7.242,-0.324188
7.244,-0.324144
7.246,-0.3241
7.248,-0.324055
7.25,-0.324011
7.252,-0.323966
7.254,-0.323921
7.256,-0.323877
7.258,-0.323832
7.26,-0.323787
7.262,-0.323742
7.264,-0.323697
7.266,-0.323652
7.268,-0.323607
7.27,-0.323561
7.272,-0.323516
7.274,-0.323471
7.276,-0.323425
7.278,-0.32338
7.28,-0.323334
7.282,-0.323288
7.284,-0.323243
7.286,-0.323197
7.288,-0.323151
7.29,-0.323105
7.292,-0.323059
7.294,-0.323013
7.296,-0.322967
7.298,-0.32292
7.3,-0.322874
7.302,-0.322828
7.304,-0.322781
7.306,-0.322735
7.308,-0.322688
7.31,-0.322642
7.312,-0.322595
7.314,-0.322549
7.316,-0.322502
7.318,-0.322455
7.32,-0.322408
7.322,-0.322361
7.324,-0.322314
7.326,-0.322267
7.328,-0.32222
7.33,-0.322173
7.332,-0.322126
7.334,-0.322078
7.336,-0.322031
7.338,-0.321984
7.34,-0.321936
7.342,-0.321889
7.344,-0.321842
7.346,-0.321794
7.348,-0.321746
7.35,-0.321699
7.352,-0.321651
7.354,-0.321603
7.356,-0.321556
7.358,-0.321508
7.36,-0.32146
7.362,-0.321412
7.364,-0.321364
7.366,-0.321316
7.368,-0.321268
7.37,-0.32122
7.372,-0.321172
7.374,-0.321124
7.376,-0.321076
7.378,-0.321028
7.38,-0.32098
7.382,-0.320931
7.384,-0.320883
7.386,-0.320835
7.388,-0.320787
7.39,-0.320738
7.392,-0.32069
7.394,-0.320641
7.396,-0.320593
7.398,-0.320545
7.4,-0.320496
7.402,-0.320448
7.404,-0.320399
7.406,-0.320351
7.408,-0.320302
7.41,-0.320254
7.412,-0.320205
7.414,-0.320156
7.416,-0.320108
7.418,-0.320059
7.42,-0.320011
7.422,-0.319962
7.424,-0.319913
7.426,-0.319865
7.428,-0.319816
7.43,-0.319768
7.432,-0.319719
7.434,-0.31967
7.436,-0.319622
7.438,-0.319573
7.44,-0.319524
7.442,-0.319476
7.444,-0.319427
7.446,-0.319379
7.448,-0.31933
7.45,-0.319281
7.452,-0.319233
7.454,-0.319184
7.456,-0.319136
7.458,-0.319087
7.46,-0.319039
7.462,-0.31899
7.464,-0.318942
7.466,-0.318893
7.468,-0.318845
7.47,-0.318796
7.472,-0.318748
7.474,-0.3187
7.476,-0.318651
7.478,-0.318603
7.48,-0.318555
7.482,-0.318507
7.484,-0.318459
7.486,-0.318411
7.488,-0.318362
7.49,-0.318314
7.492,-0.318266
7.494,-0.318218
7.496,-0.318171
7.498,-0.318123
7.5,-0.318075
7.502,-0.318027
7.504,-0.31798
7.506,-0.317932
7.508,-0.317884
7.51,-0.317837
7.512,-0.31779
