Freq	I	Q
7.991200000000000000e+09	6.104812000000000259e-03	-9.503638999999999490e-03
7.991205000000000000e+09	6.073446100000000174e-03	-9.508258199999999535e-03
7.991210000000000000e+09	6.016061900000000372e-03	-9.489859800000000067e-03
7.991215000000000000e+09	5.970257700000000320e-03	-9.489377000000000228e-03
7.991220000000000000e+09	5.936066499999999996e-03	-9.510098399999999952e-03
7.991225000000000000e+09	5.880872199999999730e-03	-9.507536000000000459e-03
7.991230000000000000e+09	5.852506799999999780e-03	-9.490693999999999173e-03
7.991235000000000000e+09	5.786800400000000066e-03	-9.490160100000000556e-03
7.991240000000000000e+09	5.734193799999999681e-03	-9.478594800000000181e-03
7.991245000000000000e+09	5.708495000000000062e-03	-9.479201899999999473e-03
7.991250000000000000e+09	5.662688400000000059e-03	-9.481520300000000762e-03
7.991255000000000000e+09	5.608146900000000358e-03	-9.478327800000000206e-03
7.991260000000000000e+09	5.552739899999999985e-03	-9.469724500000000281e-03
7.991265000000000000e+09	5.504675500000000277e-03	-9.468341599999999247e-03
7.991270000000000000e+09	5.465579199999999992e-03	-9.455333200000000729e-03
7.991275000000000000e+09	5.432218699999999748e-03	-9.456929100000000671e-03
7.991280000000000000e+09	5.377823399999999594e-03	-9.446257899999999444e-03
7.991285000000000000e+09	5.318479499999999825e-03	-9.443929999999999686e-03
7.991290000000000000e+09	5.287713799999999714e-03	-9.438449800000000070e-03
7.991295000000000000e+09	5.258822699999999607e-03	-9.436819600000000141e-03
7.991300000000000000e+09	5.197528699999999675e-03	-9.427454700000000715e-03
7.991305000000000000e+09	5.142680299999999836e-03	-9.430236599999999164e-03
7.991310000000000000e+09	5.073345200000000006e-03	-9.428340800000000604e-03
7.991315000000000000e+09	5.029652100000000375e-03	-9.390523399999999715e-03
7.991320000000000000e+09	4.991458399999999969e-03	-9.407983400000000107e-03
7.991325000000000000e+09	4.955675700000000336e-03	-9.411584599999999953e-03
7.991330000000000000e+09	4.910128100000000183e-03	-9.393611499999999365e-03
7.991335000000000000e+09	4.876270999999999731e-03	-9.398841700000000465e-03
7.991340000000000000e+09	4.815940900000000198e-03	-9.391380399999999656e-03
7.991345000000000000e+09	4.779003999999999891e-03	-9.359740099999999674e-03
7.991350000000000000e+09	4.698572600000000023e-03	-9.323800099999999744e-03
7.991355000000000000e+09	4.646758699999999770e-03	-9.340719299999999600e-03
7.991360000000000000e+09	4.621160000000000025e-03	-9.311179799999999562e-03
7.991365000000000000e+09	4.565397799999999957e-03	-9.336270100000000280e-03
7.991370000000000000e+09	4.509360700000000256e-03	-9.296680400000000011e-03
7.991375000000000000e+09	4.471188600000000277e-03	-9.309976200000000257e-03
7.991380000000000000e+09	4.419742400000000078e-03	-9.292742899999999542e-03
7.991385000000000000e+09	4.384463400000000038e-03	-9.271367900000000717e-03
7.991390000000000000e+09	4.317086200000000429e-03	-9.270658899999999203e-03
7.991395000000000000e+09	4.273145100000000363e-03	-9.237046500000000229e-03
7.991400000000000000e+09	4.256726399999999876e-03	-9.230889500000000539e-03
7.991405000000000000e+09	4.188088399999999670e-03	-9.212728300000000425e-03
7.991410000000000000e+09	4.138111100000000341e-03	-9.203039600000000736e-03
7.991415000000000000e+09	4.083054499999999760e-03	-9.191724199999999276e-03
7.991420000000000000e+09	4.050368399999999640e-03	-9.180446899999999966e-03
7.991425000000000000e+09	3.988970700000000341e-03	-9.143571099999999244e-03
7.991430000000000000e+09	3.944365200000000092e-03	-9.126330900000000079e-03
7.991435000000000000e+09	3.891559599999999935e-03	-9.146092399999999900e-03
7.991440000000000000e+09	3.836845900000000059e-03	-9.100022799999999551e-03
7.991445000000000000e+09	3.766494200000000073e-03	-9.063694500000000348e-03
7.991450000000000000e+09	3.750653400000000196e-03	-9.046676199999999224e-03
7.991455000000000000e+09	3.683467199999999799e-03	-9.035327299999999784e-03
7.991460000000000000e+09	3.644218299999999952e-03	-9.030899900000000091e-03
7.991465000000000000e+09	3.595436200000000099e-03	-9.014417800000000536e-03
7.991470000000000000e+09	3.558483600000000076e-03	-8.986952200000000376e-03
7.991475000000000000e+09	3.515198800000000033e-03	-8.968538800000000130e-03
7.991480000000000000e+09	3.448778600000000204e-03	-8.942997499999999142e-03
7.991485000000000000e+09	3.413602400000000092e-03	-8.917157599999999545e-03
7.991490000000000000e+09	3.339827599999999844e-03	-8.902600000000000097e-03
7.991495000000000000e+09	3.321127499999999844e-03	-8.885075399999999360e-03
7.991500000000000000e+09	3.242724800000000053e-03	-8.864443899999999502e-03
7.991505000000000000e+09	3.195882799999999989e-03	-8.828205299999999228e-03
7.991510000000000000e+09	3.165666299999999808e-03	-8.800775099999999865e-03
7.991515000000000000e+09	3.101553400000000085e-03	-8.769719000000000472e-03
7.991520000000000000e+09	3.071851500000000179e-03	-8.729668100000000791e-03
7.991525000000000000e+09	3.003327699999999885e-03	-8.700576700000000469e-03
